Date,Open,High,Low,Close,Adj Close,Volume
2005-07-01,66.875,71.75,66.875,71.0,67.66620635986328,1596814
2005-07-04,71.0,72.9749984741211,71.0,72.76249694824219,69.345947265625,999094
2005-07-05,73.125,74.9749984741211,71.55000305175781,72.4749984741211,69.07194519042969,1425164
2005-07-06,73.17500305175781,73.875,72.42500305175781,73.2750015258789,69.83439636230469,522226
2005-07-07,73.1500015258789,75.25,71.0250015258789,72.0625,68.67881774902344,1599086
2005-07-08,73.25,74.5999984741211,72.0,72.44999694824219,69.04811096191406,538416
2005-07-11,73.42500305175781,73.4749984741211,71.375,72.07499694824219,68.69071960449219,333844
2005-07-12,72.25,73.0,71.0,72.44999694824219,69.04811096191406,331778
2005-07-13,72.01249694824219,73.625,72.01249694824219,72.55000305175781,69.14342498779297,265472
2005-07-14,73.25,73.75,72.5,72.5250015258789,69.1196060180664,282090
2005-07-15,72.9749984741211,73.01249694824219,71.25,72.0250015258789,68.64307403564453,220050
2005-07-18,72.5,73.75,72.5,73.63749694824219,70.17985534667969,300224
2005-07-19,74.0,74.75,72.5,72.6500015258789,69.23872375488281,374198
2005-07-20,73.2249984741211,73.375,72.4749984741211,72.94999694824219,69.52464294433594,296322
2005-07-21,73.6500015258789,75.0,72.61250305175781,74.75,71.24012756347656,604156
2005-07-22,75.0,77.2249984741211,75.0,76.61250305175781,73.01517486572266,1123848
2005-07-25,76.75,78.875,76.75,78.1500015258789,74.4804916381836,756270
2005-07-26,78.5,78.5625,76.75,77.9124984741211,74.254150390625,452370
2005-07-27,77.25,78.0,76.5,77.5625,73.9205551147461,178870
2005-07-29,77.875,79.3499984741211,76.7874984741211,77.25,73.62274169921875,444322
2005-08-01,77.25,78.55000305175781,73.75,74.5374984741211,71.03760528564453,522624
2005-08-02,75.25,75.875,74.5,75.0374984741211,71.51411437988281,278922
2005-08-03,76.25,76.25,73.875,75.36250305175781,71.82386016845703,333418
2005-08-04,74.26249694824219,75.73750305175781,74.26249694824219,75.0625,71.53794860839844,235764
2005-08-05,75.6624984741211,75.6624984741211,73.0,73.57499694824219,70.12029266357422,181338
2005-08-08,75.25,75.25,73.1500015258789,73.7874984741211,70.32283020019531,239594
2005-08-09,73.5,74.0,71.5,71.94999694824219,68.57159423828125,122814
2005-08-10,72.01249694824219,72.98750305175781,71.0,71.6500015258789,68.28570556640625,214232
2005-08-11,72.3499984741211,73.5,70.875,71.42500305175781,68.07124328613281,210210
2005-08-12,72.4749984741211,72.4749984741211,70.3125,71.30000305175781,67.9521255493164,206808
2005-08-16,72.5374984741211,72.9749984741211,68.75,69.3375015258789,66.0817642211914,313986
2005-08-17,69.75,72.7249984741211,69.25,72.3375015258789,68.9408950805664,368238
2005-08-18,72.3375015258789,73.75,71.25,71.4124984741211,68.05934143066406,308636
2005-08-19,71.5374984741211,72.51249694824219,70.3375015258789,70.7125015258789,67.39219665527344,250140
2005-08-22,71.0,71.625,70.0250015258789,70.4375,67.13011932373047,115870
2005-08-23,70.5,70.9625015258789,65.5,67.0374984741211,63.8897590637207,272502
2005-08-24,67.5,71.2249984741211,65.5250015258789,69.4625015258789,66.2009048461914,572116
2005-08-25,71.25,71.75,70.0,71.1500015258789,67.80917358398438,376834
2005-08-26,71.5,72.5,69.5,70.01249694824219,66.7250747680664,188484
2005-08-29,69.5,70.4749984741211,68.75,69.0625,65.8196792602539,91178
2005-08-30,70.75,71.75,69.75,70.6500015258789,67.33264923095703,174666
2005-08-31,70.75,71.9749984741211,69.25,69.6624984741211,66.39151000976562,233606
2005-09-01,69.625,71.0,69.25,69.5250015258789,66.26046752929688,148750
2005-09-02,70.44999694824219,70.5,69.0,69.3375015258789,66.0817642211914,123486
2005-09-05,72.5,73.75,69.75,72.30000305175781,68.90515899658203,551892
2005-09-06,73.0,73.4000015258789,71.01249694824219,71.3125,67.96402740478516,138048
2005-09-08,72.0999984741211,72.0999984741211,70.75,71.0374984741211,67.70194244384766,102922
2005-09-09,71.5,71.5,70.0,70.4124984741211,67.10627746582031,91204
2005-09-12,73.5,82.5,71.0,73.19999694824219,69.76289367675781,314746
2005-09-13,74.0,76.4749984741211,73.0250015258789,75.6500015258789,72.09784698486328,930366
2005-09-14,76.42500305175781,80.25,76.25,78.0374984741211,74.37325286865234,1530778
2005-09-15,79.17500305175781,89.17500305175781,78.61250305175781,87.0250015258789,82.93875885009766,4507512
2005-09-16,87.5,90.0,82.80000305175781,88.30000305175781,84.15389251708984,1627262
2005-09-19,89.125,89.125,85.0,85.55000305175781,81.53301239013672,596950
2005-09-20,85.8499984741211,85.9749984741211,82.0,82.4000015258789,78.5309066772461,526502
2005-09-21,83.7249984741211,83.7249984741211,74.25,78.7125015258789,75.01656341552734,823364
2005-09-22,78.7125015258789,88.125,76.5,77.98750305175781,74.32560729980469,1534026
2005-09-23,81.1624984741211,83.75,77.75,80.94999694824219,77.14900207519531,763484
2005-09-26,80.0,84.07499694824219,79.3125,80.01249694824219,76.25553131103516,595314
2005-09-27,80.9000015258789,83.19999694824219,80.375,81.0875015258789,77.2800521850586,431646
2005-09-28,82.125,82.125,80.0374984741211,80.8375015258789,77.04179382324219,189110
2005-09-29,82.44999694824219,86.0,80.5,81.0625,77.25621795654297,572372
2005-09-30,81.5,82.25,78.75,79.26249694824219,75.54073333740234,292968
2005-10-03,81.11250305175781,81.86250305175781,79.7874984741211,80.63749694824219,76.85118103027344,306688
2005-10-04,82.0,83.75,80.0374984741211,80.38749694824219,76.61289978027344,385422
2005-10-05,81.25,81.5,79.75,80.42500305175781,76.64865112304688,245806
2005-10-06,79.75,85.5,76.75,84.2125015258789,80.25831604003906,787082
2005-10-07,84.875,86.0999984741211,82.0,82.44999694824219,78.57856750488281,604960
